dateStr radId minTime maxTime
20140902 205.0 700 700
20140902 206.0 700 700
20140902 207.0 700 700
20140903 32.0 530 700
20140903 33.0 300 900
20140903 204.0 300 1000
20140903 205.0 300 800
20140903 206.0 530 1000
20140903 207.0 300 1000
20140903 208.0 730 1000
20140903 209.0 700 1000
20140905 33.0 830 900
20140905 204.0 830 900
20140905 205.0 830 900
20140905 206.0 830 900
20140905 207.0 830 900
20140905 209.0 900 900
20140906 204.0 730 730
20140906 206.0 730 730
20140906 207.0 730 730
20140906 208.0 730 730
20140906 209.0 730 730
20140907 32.0 430 630
20140907 33.0 430 630
20140907 204.0 430 630
20140907 205.0 430 630
20140907 206.0 530 630
20140907 207.0 500 630
20140911 204.0 1000 1100
20140911 205.0 1100 1100
20140911 206.0 1000 1100
20140911 207.0 1000 1100
20140911 208.0 1100 1100
20140911 209.0 1000 1100
20140912 32.0 230 530
20140912 204.0 200 530
20140912 205.0 200 530
20140912 206.0 200 530
20140912 207.0 200 530
20140912 209.0 430 430
20140913 32.0 400 430
20140913 33.0 400 430
20140913 204.0 400 430
20140913 205.0 400 430
20140913 206.0 400 430
20140913 207.0 400 430
20140919 204.0 530 530
20140919 205.0 530 530
20140919 206.0 530 530
20140919 207.0 530 530
20140921 32.0 630 700
20140921 33.0 530 700
20140921 204.0 700 700
20140921 205.0 530 700
20140921 206.0 530 700
20140921 207.0 530 700
20140924 32.0 300 600
20140924 33.0 300 630
20140924 204.0 300 630
20140924 205.0 400 630
20140924 206.0 300 630
20140924 207.0 300 630
20140924 209.0 300 630
20141001 32.0 730 730
20141001 33.0 30 800
20141001 204.0 30 800
20141001 205.0 30 800
20141001 206.0 600 800
20141001 207.0 30 800
20141001 208.0 630 800
20141001 209.0 600 730
20141009 33.0 730 1000
20141009 204.0 730 1130
20141009 205.0 730 730
20141009 206.0 730 1130
20141009 207.0 730 930
20141009 208.0 730 1130
20141009 209.0 730 1130
20141011 33.0 630 830
20141011 204.0 630 830
20141011 205.0 630 830
20141011 206.0 630 800
20141011 207.0 630 830
20141011 208.0 730 800
20141011 209.0 700 730
20141015 32.0 300 300
20141015 33.0 300 300
20141015 205.0 300 300
20141015 207.0 300 300
20141017 32.0 930 930
20141017 33.0 500 930
20141017 204.0 500 930
20141017 205.0 500 930
20141017 206.0 500 930
20141017 207.0 500 930
20141018 32.0 430 430
20141018 33.0 430 630
20141018 204.0 430 700
20141018 205.0 430 630
20141018 206.0 430 700
20141018 207.0 430 700
20141018 209.0 700 700
20141105 32.0 500 500
20141105 33.0 430 430
20141105 204.0 430 530
20141105 205.0 430 500
20141105 206.0 500 530
20141105 207.0 430 530
20141105 209.0 500 530
20141115 33.0 530 630
20141115 204.0 530 630
20141115 205.0 530 530
20141115 206.0 530 630
20141115 207.0 530 630
20141115 209.0 530 600
20141116 32.0 300 300
20141116 33.0 300 400
20141116 204.0 300 730
20141116 205.0 300 400
20141116 206.0 300 730
20141116 207.0 300 730
20141116 208.0 500 730
20141116 209.0 600 730
