normMLT MLAT vSaps azim vMagnErr azimErr dtStr tmStr
-6.0 58.5 1017.03 -15.9 4.3 7.93 20120618 0302
-5.0 58.5 1004.29 -15.06 2.53 6.21 20120618 0302
-4.0 58.5 1000.89 -14.02 3.05 7.56 20120618 0302
-3.0 58.5 1098.46 -8.01 3.83 9.62 20120618 0302
-6.0 59.0 1172.77 -13.25 12.67 21.67 20120618 0302
-5.0 59.0 1121.24 -9.83 6.32 18.33 20120618 0302
-4.0 59.0 1004.41 -13.62 8.12 19.46 20120618 0302
-1.0 52.0 346.46 5.08 1.73 23.04 20120618 0302
-3.0 52.5 361.43 4.2 1.71 29.89 20120618 0302
-1.0 52.5 382.18 5.08 1.73 23.04 20120618 0302
-5.0 53.0 596.4 -6.47 4.0 33.78 20120618 0302
-1.0 53.0 438.0 5.08 1.73 23.04 20120618 0302
-5.0 53.5 663.8 -6.47 4.0 33.78 20120618 0302
-1.0 53.5 1516.44 3.0 1.3 32.49 20120618 0302
-5.0 54.0 617.31 -15.29 5.61 22.32 20120618 0302
-1.0 54.0 1623.0 3.0 1.3 32.49 20120618 0302
-5.0 54.5 630.99 -15.29 5.61 22.32 20120618 0302
-1.0 54.5 1753.5 1.85 1.46 46.51 20120618 0302
-1.0 55.0 1765.78 3.37 1.81 31.81 20120618 0302
-1.0 55.5 1870.28 -6.18 4.77 22.06 20120618 0302
-1.0 56.0 589.89 -6.18 4.77 22.06 20120618 0302
-3.0 52.0 326.47 -10.06 0.62 6.79 20120618 0304
-2.0 52.0 326.47 -10.06 0.62 6.79 20120618 0304
-3.0 52.5 326.47 -10.06 0.62 6.79 20120618 0304
-2.0 52.5 326.47 -10.06 0.62 6.79 20120618 0304
-4.0 53.0 270.89 13.34 2.93 12.73 20120618 0304
-3.0 53.0 442.11 3.86 1.27 23.9 20120618 0304
-2.0 53.0 460.05 4.8 1.37 19.59 20120618 0304
-4.0 53.5 470.68 -6.79 2.21 23.77 20120618 0304
-3.0 53.5 470.68 -6.79 2.21 23.77 20120618 0304
-2.0 53.5 460.05 4.8 1.37 19.59 20120618 0304
-4.0 54.0 530.03 -10.18 1.79 9.59 20120618 0304
-3.0 54.0 530.03 -10.18 1.79 9.59 20120618 0304
-2.0 54.0 529.11 -2.92 1.42 34.74 20120618 0304
-5.0 54.5 608.64 -16.56 3.12 10.81 20120618 0304
-4.0 54.5 598.01 -10.62 1.31 6.02 20120618 0304
-3.0 54.5 598.01 -10.62 1.31 6.02 20120618 0304
-2.0 54.5 529.11 -2.92 1.42 34.74 20120618 0304
-5.0 55.0 643.47 -18.3 2.85 8.41 20120618 0304
-4.0 55.0 654.45 -10.17 1.14 5.43 20120618 0304
-3.0 55.0 654.45 -10.17 1.14 5.43 20120618 0304
-2.0 55.0 593.91 2.79 0.93 19.79 20120618 0304
-6.0 55.5 691.65 -15.93 6.88 19.02 20120618 0304
-5.0 55.5 670.39 -18.95 3.09 9.01 20120618 0304
-4.0 55.5 654.45 -10.17 1.14 5.43 20120618 0304
-3.0 55.5 654.45 -10.17 1.14 5.43 20120618 0304
-2.0 55.5 598.91 2.56 0.87 18.49 20120618 0304
-6.0 56.0 711.5 -16.31 5.56 13.06 20120618 0304
-5.0 56.0 727.58 -19.83 4.25 12.37 20120618 0304
-4.0 56.0 757.23 -9.65 1.67 6.62 20120618 0304
-3.0 56.0 700.54 -8.09 1.23 6.89 20120618 0304
-2.0 56.0 668.15 -2.97 1.28 21.4 20120618 0304
-6.0 56.5 710.85 -16.96 4.91 10.65 20120618 0304
-5.0 56.5 816.72 -17.2 4.15 10.36 20120618 0304
-4.0 56.5 743.11 -6.48 1.49 9.94 20120618 0304
-3.0 56.5 743.11 -6.48 1.49 9.94 20120618 0304
-2.0 56.5 714.85 -5.04 1.15 11.24 20120618 0304
-6.0 57.0 846.62 -15.86 4.46 9.39 20120618 0304
-5.0 57.0 905.33 -19.15 2.63 6.4 20120618 0304
-4.0 57.0 913.55 -16.49 3.18 7.68 20120618 0304
-3.0 57.0 733.36 -5.95 1.25 10.65 20120618 0304
-2.0 57.0 727.89 -7.52 1.22 8.63 20120618 0304
-6.0 57.5 869.27 -16.66 4.17 7.62 20120618 0304
-5.0 57.5 939.68 -19.56 2.02 4.43 20120618 0304
-4.0 57.5 987.86 -16.19 3.07 6.7 20120618 0304
-3.0 57.5 1142.22 -8.38 5.23 12.73 20120618 0304
-2.0 57.5 727.89 -7.52 1.22 8.63 20120618 0304
-6.0 58.0 1004.17 -16.87 4.32 6.99 20120618 0304
-5.0 58.0 1006.7 -18.23 2.54 5.57 20120618 0304
-4.0 58.0 987.86 -16.19 3.07 6.7 20120618 0304
-3.0 58.0 1142.22 -8.38 5.23 12.73 20120618 0304
-6.0 58.5 1103.65 -16.18 5.42 7.61 20120618 0304
-5.0 58.5 1073.25 -14.96 3.24 7.53 20120618 0304
-4.0 58.5 1054.62 -14.09 4.02 9.6 20120618 0304
-3.0 58.5 1175.31 -7.13 7.99 21.46 20120618 0304
-6.0 59.0 1368.58 -12.59 15.78 16.73 20120618 0304
-5.0 59.0 1368.58 -12.59 15.78 16.73 20120618 0304
-4.0 59.0 1048.14 -11.23 7.58 19.36 20120618 0304
-3.0 51.0 308.23 -9.88 0.97 11.32 20120618 0304
-3.0 51.5 315.56 -9.88 0.97 11.32 20120618 0304
-5.0 52.0 305.45 13.34 2.93 12.73 20120618 0304
-1.0 52.0 388.6 4.95 1.59 21.08 20120618 0304
-5.0 52.5 916.04 13.34 2.93 12.73 20120618 0304
-1.0 52.5 420.58 4.95 1.59 21.08 20120618 0304
-5.0 53.0 1026.84 13.34 2.93 12.73 20120618 0304
-1.0 53.0 553.87 4.95 1.59 21.08 20120618 0304
-5.0 53.5 725.56 -14.15 3.86 16.53 20120618 0304
-1.0 53.5 1396.12 3.39 1.02 22.89 20120618 0304
-5.0 54.0 684.37 -14.15 3.86 16.53 20120618 0304
-1.0 54.0 1634.9 3.39 1.02 22.89 20120618 0304
-1.0 54.5 1648.44 1.63 1.12 41.0 20120618 0304
-1.0 55.0 1676.84 2.49 1.52 34.8 20120618 0304
-1.0 55.5 1567.64 2.56 0.87 18.49 20120618 0304
-3.0 52.0 351.36 -10.54 1.41 13.45 20120618 0306
-2.0 52.0 351.36 -10.54 1.41 13.45 20120618 0306
-3.0 52.5 351.36 -10.54 1.41 13.45 20120618 0306
-2.0 52.5 351.36 -10.54 1.41 13.45 20120618 0306
-3.0 53.0 466.17 6.7 2.44 24.15 20120618 0306
-2.0 53.0 475.73 4.31 1.43 23.68 20120618 0306
-4.0 53.5 495.69 -6.74 1.32 16.36 20120618 0306
-3.0 53.5 495.69 -6.74 1.32 16.36 20120618 0306
-2.0 53.5 475.73 4.31 1.43 23.68 20120618 0306
-6.0 54.0 673.32 -17.85 1.1 2.97 20120618 0306
-5.0 54.0 673.32 -17.85 1.1 2.97 20120618 0306
-4.0 54.0 552.05 -10.18 1.86 9.69 20120618 0306
-3.0 54.0 552.05 -10.18 1.86 9.69 20120618 0306
-2.0 54.0 514.07 -2.15 1.06 36.12 20120618 0306
-6.0 54.5 673.32 -17.85 1.1 2.97 20120618 0306
-5.0 54.5 673.32 -17.85 1.1 2.97 20120618 0306
-4.0 54.5 617.94 -10.96 1.25 5.46 20120618 0306
-3.0 54.5 617.94 -10.96 1.25 5.46 20120618 0306
-2.0 54.5 583.36 2.38 0.79 19.11 20120618 0306
-1.0 54.5 1117.91 19.35 13.0 36.53 20120618 0306
-6.0 55.0 646.21 -17.98 4.59 8.57 20120618 0306
-5.0 55.0 655.7 -18.27 2.11 5.75 20120618 0306
-4.0 55.0 671.5 -10.17 0.95 4.41 20120618 0306
-3.0 55.0 671.5 -10.17 0.95 4.41 20120618 0306
-2.0 55.0 598.41 2.45 0.99 23.61 20120618 0306
-6.0 55.5 646.21 -17.98 4.59 8.57 20120618 0306
-5.0 55.5 651.44 -16.3 3.03 8.32 20120618 0306
-4.0 55.5 671.5 -10.17 0.95 4.41 20120618 0306
-3.0 55.5 671.5 -10.17 0.95 4.41 20120618 0306
-2.0 55.5 625.8 2.6 1.17 24.87 20120618 0306
-6.0 56.0 698.13 -16.8 4.7 10.34 20120618 0306
-5.0 56.0 759.8 -19.72 3.79 10.3 20120618 0306
-4.0 56.0 721.64 -7.93 1.13 6.36 20120618 0306
-3.0 56.0 721.64 -7.93 1.13 6.36 20120618 0306
-2.0 56.0 698.97 -4.23 1.18 13.69 20120618 0306
-1.0 56.0 700.38 -5.66 4.58 23.98 20120618 0306
-6.0 56.5 768.4 -17.66 4.38 9.15 20120618 0306
-5.0 56.5 817.42 -19.95 3.6 8.83 20120618 0306
-4.0 56.5 767.05 -6.08 1.54 10.81 20120618 0306
-3.0 56.5 743.46 -5.55 0.87 8.08 20120618 0306
-2.0 56.5 743.46 -5.55 0.87 8.08 20120618 0306
-1.0 56.5 700.38 -5.66 4.58 23.98 20120618 0306
-6.0 57.0 895.25 -17.91 3.35 6.53 20120618 0306
-5.0 57.0 895.25 -17.91 3.35 6.53 20120618 0306
-4.0 57.0 1226.78 -6.43 2.45 11.21 20120618 0306
-3.0 57.0 743.46 -5.55 0.87 8.08 20120618 0306
-2.0 57.0 743.46 -5.55 0.87 8.08 20120618 0306
-6.0 57.5 953.97 -18.78 3.0 4.58 20120618 0306
-5.0 57.5 953.97 -18.78 3.0 4.58 20120618 0306
-4.0 57.5 1327.99 -6.7 1.35 6.24 20120618 0306
-3.0 57.5 1219.11 -9.19 3.36 7.38 20120618 0306
-2.0 57.5 761.9 -4.02 2.61 33.29 20120618 0306
-6.0 58.0 1045.24 -18.87 2.95 3.78 20120618 0306
-5.0 58.0 1045.24 -18.87 2.95 3.78 20120618 0306
-4.0 58.0 1342.77 -7.77 1.59 6.64 20120618 0306
-3.0 58.0 1219.11 -9.19 3.36 7.38 20120618 0306
-6.0 58.5 1141.54 -17.46 4.85 5.56 20120618 0306
-5.0 58.5 1141.54 -17.46 4.85 5.56 20120618 0306
-4.0 58.5 1157.82 -12.27 3.71 9.5 20120618 0306
-3.0 58.5 1249.21 -9.83 4.53 9.57 20120618 0306
-6.0 59.0 1184.77 -15.7 6.13 6.81 20120618 0306
-5.0 59.0 1078.25 -14.33 3.43 6.34 20120618 0306
-4.0 59.0 1129.36 -11.51 1.98 5.77 20120618 0306
-6.0 59.5 1098.81 -15.58 7.34 7.71 20120618 0306
-5.0 59.5 1078.25 -14.33 3.43 6.34 20120618 0306
-4.0 59.5 1078.25 -14.33 3.43 6.34 20120618 0306
-3.0 51.5 329.34 -10.54 1.41 13.45 20120618 0306
-1.0 52.0 411.75 6.7 2.44 24.15 20120618 0306
-1.0 52.5 985.94 6.7 2.44 24.15 20120618 0306
-5.0 53.0 758.45 -9.91 4.65 24.33 20120618 0306
-4.0 53.0 207.63 -9.91 4.65 24.33 20120618 0306
-1.0 53.0 1329.63 5.1 1.76 23.99 20120618 0306
-5.0 53.5 726.59 -9.8 3.77 23.17 20120618 0306
-1.0 53.5 1373.86 19.35 13.0 36.53 20120618 0306
-1.0 54.0 1407.18 19.35 13.0 36.53 20120618 0306
-1.0 55.0 1354.02 19.35 13.0 36.53 20120618 0306
-1.0 55.5 1909.91 -4.34 6.85 46.3 20120618 0306
-4.0 53.5 495.2 -7.0 2.0 19.79 20120618 0308
-3.0 53.5 497.41 -4.9 1.2 18.45 20120618 0308
-2.0 53.5 1270.09 16.22 4.05 14.35 20120618 0308
-1.0 53.5 1270.09 16.22 4.05 14.35 20120618 0308
-5.0 54.0 559.03 -11.15 2.33 12.48 20120618 0308
-4.0 54.0 538.5 -10.11 1.76 8.62 20120618 0308
-3.0 54.0 538.5 -10.11 1.76 8.62 20120618 0308
-2.0 54.0 1287.91 15.49 1.99 5.09 20120618 0308
-1.0 54.0 1287.91 15.49 1.99 5.09 20120618 0308
-5.0 54.5 618.89 -16.13 2.54 8.25 20120618 0308
-4.0 54.5 612.35 -10.88 1.33 5.83 20120618 0308
-3.0 54.5 612.35 -10.88 1.33 5.83 20120618 0308
-2.0 54.5 546.28 -3.12 1.3 27.47 20120618 0308
-1.0 54.5 1077.07 15.49 11.28 28.89 20120618 0308
-6.0 55.0 638.73 -18.14 3.62 7.07 20120618 0308
-5.0 55.0 649.52 -18.4 2.32 6.13 20120618 0308
-4.0 55.0 643.87 -10.71 1.06 4.72 20120618 0308
-3.0 55.0 643.87 -10.71 1.06 4.72 20120618 0308
-2.0 55.0 628.31 -3.54 1.56 26.85 20120618 0308
-1.0 55.0 1068.91 17.39 14.15 36.57 20120618 0308
-6.0 55.5 612.75 -18.13 3.23 6.04 20120618 0308
-5.0 55.5 612.75 -18.13 3.23 6.04 20120618 0308
-4.0 55.5 671.1 -10.02 1.08 5.03 20120618 0308
-3.0 55.5 671.1 -10.02 1.08 5.03 20120618 0308
-2.0 55.5 652.58 -3.28 1.36 22.99 20120618 0308
-1.0 55.5 608.68 1.78 1.77 42.74 20120618 0308
-6.0 56.0 729.94 -18.2 3.34 6.96 20120618 0308
-5.0 56.0 729.94 -18.2 3.34 6.96 20120618 0308
-4.0 56.0 724.81 -7.53 1.51 8.75 20120618 0308
-3.0 56.0 724.81 -7.53 1.51 8.75 20120618 0308
-2.0 56.0 688.2 -4.28 1.37 16.27 20120618 0308
-1.0 56.0 608.68 1.78 1.77 42.74 20120618 0308
-6.0 56.5 830.06 -16.43 2.7 5.86 20120618 0308
-5.0 56.5 924.76 -17.41 2.26 5.68 20120618 0308
-4.0 56.5 889.38 -14.84 2.65 7.16 20120618 0308
-3.0 56.5 737.96 -5.56 1.28 11.6 20120618 0308
-2.0 56.5 737.96 -5.56 1.28 11.6 20120618 0308
-6.0 57.0 916.81 -16.79 2.75 5.2 20120618 0308
-5.0 57.0 916.81 -16.79 2.75 5.2 20120618 0308
-4.0 57.0 889.38 -14.84 2.65 7.16 20120618 0308
-3.0 57.0 737.96 -5.56 1.28 11.6 20120618 0308
-2.0 57.0 737.96 -5.56 1.28 11.6 20120618 0308
-6.0 57.5 916.81 -16.79 2.75 5.2 20120618 0308
-5.0 57.5 916.81 -16.79 2.75 5.2 20120618 0308
-4.0 57.5 1324.32 -7.89 1.87 7.95 20120618 0308
-3.0 57.5 1181.53 -9.23 5.13 10.62 20120618 0308
-6.0 58.0 1243.91 -15.69 4.8 6.61 20120618 0308
-5.0 58.0 1243.91 -15.69 4.8 6.61 20120618 0308
-4.0 58.0 1143.59 -11.69 4.28 7.88 20120618 0308
-3.0 58.0 1143.59 -11.69 4.28 7.88 20120618 0308
-6.0 58.5 1178.98 -15.61 5.03 6.15 20120618 0308
-5.0 58.5 1178.98 -15.61 5.03 6.15 20120618 0308
-4.0 58.5 1183.47 -13.08 3.57 8.33 20120618 0308
-3.0 58.5 1121.43 -13.17 5.35 10.09 20120618 0308
-6.0 59.0 1164.86 -16.76 5.08 5.52 20120618 0308
-5.0 59.0 1164.86 -16.76 5.08 5.52 20120618 0308
-4.0 59.0 1183.47 -13.08 3.57 8.33 20120618 0308
-6.0 59.5 1107.4 -17.65 3.47 2.87 20120618 0308
-5.0 59.5 1107.4 -17.65 3.47 2.87 20120618 0308
-4.0 59.5 1106.92 -14.55 5.07 8.94 20120618 0308
-2.0 52.5 401.47 -2.77 1.09 32.12 20120618 0308
-6.0 53.0 249.12 -9.11 3.51 25.39 20120618 0308
-5.0 53.0 595.91 -9.11 3.51 25.39 20120618 0308
-4.0 53.0 224.65 -11.15 4.52 20.39 20120618 0308
-3.0 53.0 476.84 -3.07 1.12 29.49 20120618 0308
-2.0 53.0 422.92 -2.77 1.09 32.12 20120618 0308
-1.0 53.0 1141.92 16.22 4.05 14.35 20120618 0308
-5.0 53.5 643.34 -9.11 3.51 25.39 20120618 0308
-5.0 60.0 754.72 -15.42 4.83 7.81 20120618 0308
-3.0 52.0 336.24 10.46 0.26 3.78 20120618 0310
-2.0 52.0 336.24 10.46 0.26 3.78 20120618 0310
-3.0 52.5 336.24 10.46 0.26 3.78 20120618 0310
-2.0 52.5 336.24 10.46 0.26 3.78 20120618 0310
-3.0 53.0 361.9 12.74 2.86 12.84 20120618 0310
-2.0 53.0 361.9 12.74 2.86 12.84 20120618 0310
-3.0 53.5 413.6 6.24 1.48 18.82 20120618 0310
-2.0 53.5 1133.13 16.31 8.63 13.23 20120618 0310
-1.0 53.5 1133.13 16.31 8.63 13.23 20120618 0310
-5.0 54.0 593.32 -18.23 5.68 17.62 20120618 0310
-4.0 54.0 593.32 -18.23 5.68 17.62 20120618 0310
-3.0 54.0 424.46 5.67 1.23 16.14 20120618 0310
-2.0 54.0 1200.77 14.73 4.36 7.82 20120618 0310
-1.0 54.0 1200.77 14.73 4.36 7.82 20120618 0310
-5.0 54.5 622.97 -19.48 4.82 13.26 20120618 0310
-4.0 54.5 622.97 -19.48 4.82 13.26 20120618 0310
-3.0 54.5 435.98 4.85 1.14 16.32 20120618 0310
-2.0 54.5 1089.94 10.96 8.64 20.8 20120618 0310
-1.0 54.5 1089.94 10.96 8.64 20.8 20120618 0310
-6.0 55.0 709.62 -19.77 7.23 13.93 20120618 0310
-5.0 55.0 709.62 -19.77 7.23 13.93 20120618 0310
-4.0 55.0 733.48 -11.29 4.2 14.69 20120618 0310
-3.0 55.0 549.68 -7.36 3.8 22.62 20120618 0310
-2.0 55.0 1126.67 7.89 10.56 37.35 20120618 0310
-1.0 55.0 1126.67 7.89 10.56 37.35 20120618 0310
-6.0 55.5 723.68 -17.97 6.47 13.4 20120618 0310
-5.0 55.5 723.68 -17.97 6.47 13.4 20120618 0310
-4.0 55.5 816.68 -10.04 4.44 17.01 20120618 0310
-3.0 55.5 613.33 -4.95 3.69 31.75 20120618 0310
-2.0 55.5 453.67 -7.23 2.38 12.03 20120618 0310
-1.0 55.5 453.67 -7.23 2.38 12.03 20120618 0310
-6.0 56.0 725.75 -18.1 4.67 9.71 20120618 0310
-5.0 56.0 939.88 -19.55 3.72 8.74 20120618 0310
-4.0 56.0 939.88 -19.55 3.72 8.74 20120618 0310
-3.0 56.0 690.47 -4.73 3.67 31.73 20120618 0310
-2.0 56.0 444.83 -8.99 2.35 9.66 20120618 0310
-1.0 56.0 444.83 -8.99 2.35 9.66 20120618 0310
-6.0 56.5 760.81 -17.76 2.87 5.57 20120618 0310
-5.0 56.5 760.81 -17.76 2.87 5.57 20120618 0310
-4.0 56.5 996.71 -19.4 3.22 6.89 20120618 0310
-3.0 56.5 807.35 -4.56 4.3 33.76 20120618 0310
-2.0 56.5 448.57 -9.36 2.54 10.32 20120618 0310
-1.0 56.5 448.57 -9.36 2.54 10.32 20120618 0310
-6.0 57.0 857.43 -17.31 2.36 3.93 20120618 0310
-5.0 57.0 857.43 -17.31 2.36 3.93 20120618 0310
-4.0 57.0 1094.11 -17.56 2.81 6.24 20120618 0310
-3.0 57.0 971.74 -7.03 5.83 22.11 20120618 0310
-2.0 57.0 498.91 11.08 6.48 48.86 20120618 0310
-6.0 57.5 857.43 -17.31 2.36 3.93 20120618 0310
-5.0 57.5 857.43 -17.31 2.36 3.93 20120618 0310
-4.0 57.5 1094.11 -17.56 2.81 6.24 20120618 0310
-3.0 57.5 1167.77 -7.82 6.95 17.48 20120618 0310
-6.0 58.0 1234.55 -15.57 2.56 3.72 20120618 0310
-5.0 58.0 1234.55 -15.57 2.56 3.72 20120618 0310
-4.0 58.0 1143.62 -13.77 2.8 7.21 20120618 0310
-3.0 58.0 1167.77 -7.82 6.95 17.48 20120618 0310
-6.0 58.5 1233.44 -15.44 2.62 3.62 20120618 0310
-5.0 58.5 1233.44 -15.44 2.62 3.62 20120618 0310
-4.0 58.5 1044.29 -11.51 4.06 12.54 20120618 0310
-3.0 58.5 474.13 -16.76 9.9 19.24 20120618 0310
-6.0 59.0 1194.54 -15.36 2.04 2.87 20120618 0310
-5.0 59.0 1194.54 -15.36 2.04 2.87 20120618 0310
-4.0 59.0 898.22 -7.5 4.65 22.96 20120618 0310
-6.0 59.5 1165.72 -15.66 2.49 3.12 20120618 0310
-5.0 59.5 1165.72 -15.66 2.49 3.12 20120618 0310
-4.0 59.5 806.58 -7.56 8.21 38.72 20120618 0310
-3.0 51.5 335.69 10.46 0.26 3.78 20120618 0310
-1.0 52.0 291.05 12.74 2.86 12.84 20120618 0310
-1.0 52.5 365.53 18.58 9.5 16.38 20120618 0310
-5.0 53.0 956.03 -15.79 8.63 34.15 20120618 0310
-4.0 53.0 182.2 -9.65 9.28 46.71 20120618 0310
-1.0 53.0 976.83 18.58 9.5 16.38 20120618 0310
-5.0 53.5 982.42 -15.79 8.63 34.15 20120618 0310
-4.0 53.5 346.58 -9.65 9.28 46.71 20120618 0310
-3.0 52.5 370.92 16.64 2.89 8.97 20120618 0312
-2.0 52.5 370.92 16.64 2.89 8.97 20120618 0312
-3.0 53.0 377.19 11.58 1.02 6.78 20120618 0312
-2.0 53.0 377.19 11.58 1.02 6.78 20120618 0312
-1.0 53.0 337.68 7.8 1.96 13.73 20120618 0312
-4.0 53.5 558.36 -16.08 4.47 12.91 20120618 0312
-3.0 53.5 389.24 8.44 0.59 5.73 20120618 0312
-2.0 53.5 389.46 7.66 0.65 6.04 20120618 0312
-1.0 53.5 337.68 7.8 1.96 13.73 20120618 0312
-5.0 54.0 543.22 -14.53 6.37 22.87 20120618 0312
-4.0 54.0 558.36 -16.08 4.47 12.91 20120618 0312
-3.0 54.0 398.64 9.21 0.57 4.49 20120618 0312
-2.0 54.0 389.46 7.66 0.65 6.04 20120618 0312
-1.0 54.0 407.33 3.05 3.4 40.74 20120618 0312
-6.0 54.5 632.6 -19.96 6.35 11.18 20120618 0312
-5.0 54.5 632.6 -19.96 6.35 11.18 20120618 0312
-4.0 54.5 596.45 -17.02 5.24 14.54 20120618 0312
-3.0 54.5 398.64 9.21 0.57 4.49 20120618 0312
-2.0 54.5 403.29 8.61 1.01 7.32 20120618 0312
-1.0 54.5 409.09 3.95 2.63 27.25 20120618 0312
-6.0 55.0 622.82 -18.94 2.37 4.37 20120618 0312
-5.0 55.0 622.82 -18.94 2.37 4.37 20120618 0312
-4.0 55.0 634.91 -17.66 5.11 13.43 20120618 0312
-3.0 55.0 406.07 8.83 1.02 7.27 20120618 0312
-2.0 55.0 391.4 6.09 0.74 7.04 20120618 0312
-1.0 55.0 409.92 4.75 1.6 12.22 20120618 0312
-6.0 55.5 629.98 -19.92 2.03 3.73 20120618 0312
-5.0 55.5 629.98 -19.92 2.03 3.73 20120618 0312
-4.0 55.5 652.18 -17.56 6.62 17.29 20120618 0312
-3.0 55.5 435.25 10.37 1.8 10.29 20120618 0312
-2.0 55.5 406.7 7.52 1.41 11.44 20120618 0312
-1.0 55.5 440.55 -3.68 3.23 34.23 20120618 0312
-5.0 56.0 788.88 -18.3 8.6 24.53 20120618 0312
-4.0 56.0 788.88 -18.3 8.6 24.53 20120618 0312
-3.0 56.0 453.87 9.49 2.71 15.91 20120618 0312
-2.0 56.0 453.56 -4.92 3.25 24.01 20120618 0312
-1.0 56.0 453.56 -4.92 3.25 24.01 20120618 0312
-6.0 56.5 813.2 -19.52 2.7 4.7 20120618 0312
-5.0 56.5 813.2 -19.52 2.7 4.7 20120618 0312
-4.0 56.5 955.69 -10.39 6.1 24.5 20120618 0312
-3.0 56.5 468.05 9.51 3.64 21.09 20120618 0312
-2.0 56.5 432.73 -3.17 2.06 32.77 20120618 0312
-6.0 57.0 863.03 -19.81 2.71 4.37 20120618 0312
-5.0 57.0 863.03 -19.81 2.71 4.37 20120618 0312
-4.0 57.0 901.03 -18.88 3.74 8.77 20120618 0312
-3.0 57.0 474.12 16.04 5.98 25.81 20120618 0312
-2.0 57.0 456.33 10.42 6.49 45.89 20120618 0312
-6.0 57.5 1182.47 -19.22 2.07 2.81 20120618 0312
-5.0 57.5 1182.47 -19.22 2.07 2.81 20120618 0312
-4.0 57.5 891.03 -17.04 4.01 9.93 20120618 0312
-6.0 58.0 1232.23 -19.44 1.93 2.44 20120618 0312
-5.0 58.0 1232.23 -19.44 1.93 2.44 20120618 0312
-4.0 58.0 795.62 -12.44 6.08 20.01 20120618 0312
-5.0 58.5 664.02 -17.07 11.91 21.68 20120618 0312
-3.0 52.0 338.64 16.64 2.89 8.97 20120618 0312
-1.0 52.0 284.31 8.53 2.2 18.16 20120618 0312
-1.0 52.5 308.31 8.53 2.2 18.16 20120618 0312
-5.0 53.5 525.3 -11.13 8.99 47.88 20120618 0312
-6.0 56.0 674.89 -19.92 2.03 3.73 20120618 0312
-3.0 57.5 685.28 16.04 5.98 25.81 20120618 0312
-3.0 58.0 897.23 -12.96 9.85 35.91 20120618 0312
-6.0 58.5 1242.21 -19.44 1.93 2.44 20120618 0312
-4.0 58.5 610.65 -12.96 9.85 35.91 20120618 0312
-6.0 59.0 1181.93 -19.44 1.93 2.44 20120618 0312
-5.0 59.0 922.09 -17.07 11.91 21.68 20120618 0312
-4.0 59.0 575.01 -12.96 9.85 35.91 20120618 0312
-6.0 59.5 1293.66 -17.07 11.91 21.68 20120618 0312
-5.0 59.5 731.57 -17.07 11.91 21.68 20120618 0312
-3.0 52.5 412.32 17.24 1.56 7.16 20120618 0314
-2.0 52.5 412.32 17.24 1.56 7.16 20120618 0314
-3.0 53.0 411.12 14.93 1.24 7.09 20120618 0314
-2.0 53.0 411.12 14.93 1.24 7.09 20120618 0314
-3.0 53.5 413.04 12.5 1.14 8.42 20120618 0314
-2.0 53.5 429.82 10.85 1.24 7.97 20120618 0314
-5.0 54.0 472.45 13.69 7.03 34.62 20120618 0314
-4.0 54.0 489.49 -5.44 2.57 24.51 20120618 0314
-3.0 54.0 421.03 10.31 0.61 4.54 20120618 0314
-2.0 54.0 421.03 10.31 0.61 4.54 20120618 0314
-6.0 54.5 735.52 -19.19 4.61 8.64 20120618 0314
-5.0 54.5 735.52 -19.19 4.61 8.64 20120618 0314
-4.0 54.5 552.47 -7.74 4.61 25.98 20120618 0314
-3.0 54.5 422.19 10.9 0.52 3.59 20120618 0314
-2.0 54.5 422.19 10.9 0.52 3.59 20120618 0314
-6.0 55.0 748.99 -18.22 2.44 4.7 20120618 0314
-5.0 55.0 748.99 -18.22 2.44 4.7 20120618 0314
-4.0 55.0 552.47 -7.74 4.61 25.98 20120618 0314
-3.0 55.0 419.81 11.03 0.59 3.73 20120618 0314
-2.0 55.0 419.81 11.03 0.59 3.73 20120618 0314
-6.0 55.5 795.04 -19.15 2.0 3.69 20120618 0314
-5.0 55.5 795.04 -19.15 2.0 3.69 20120618 0314
-4.0 55.5 463.04 7.78 3.24 19.97 20120618 0314
-3.0 55.5 412.53 9.25 0.88 6.31 20120618 0314
-2.0 55.5 412.53 9.25 0.88 6.31 20120618 0314
-6.0 56.0 795.04 -19.15 2.0 3.69 20120618 0314
-5.0 56.0 795.04 -19.15 2.0 3.69 20120618 0314
-4.0 56.0 463.04 7.78 3.24 19.97 20120618 0314
-3.0 56.0 437.02 9.99 2.01 11.31 20120618 0314
-2.0 56.0 420.67 6.51 1.43 12.5 20120618 0314
-6.0 56.5 922.81 -18.8 2.05 3.72 20120618 0314
-5.0 56.5 922.81 -18.8 2.05 3.72 20120618 0314
-4.0 56.5 453.64 5.69 4.21 36.38 20120618 0314
-3.0 56.5 431.97 7.65 2.21 18.5 20120618 0314
-2.0 56.5 431.97 7.65 2.21 18.5 20120618 0314
-6.0 57.0 971.31 -18.07 2.44 4.34 20120618 0314
-5.0 57.0 971.31 -18.07 2.44 4.34 20120618 0314
-6.0 57.5 1250.85 -19.56 4.01 5.18 20120618 0314
-5.0 57.5 1250.85 -19.56 4.01 5.18 20120618 0314
-3.0 51.5 338.83 18.14 3.96 12.2 20120618 0314
-3.0 52.0 327.87 18.14 3.96 12.2 20120618 0314
-1.0 52.0 215.83 17.58 2.04 8.04 20120618 0314
