normMLT MLAT vSaps azim vMagnErr azimErr dtStr tmStr
-3.0 58.0 937.61 -7.74 4.1 20.27 20120618 0250
-6.0 58.5 1212.1 -15.83 1.57 2.46 20120618 0250
-5.0 58.5 1212.1 -15.83 1.57 2.46 20120618 0250
-4.0 58.5 1045.18 -11.33 1.66 6.31 20120618 0250
-6.0 59.0 1212.1 -15.83 1.57 2.46 20120618 0250
-5.0 59.0 1212.1 -15.83 1.57 2.46 20120618 0250
-3.0 52.0 402.63 4.13 2.45 46.17 20120618 0250
-1.0 52.0 201.31 4.02 1.6 19.9 20120618 0250
-5.0 52.5 252.49 10.65 1.9 9.97 20120618 0250
-3.0 52.5 419.91 4.13 2.45 46.17 20120618 0250
-1.0 52.5 321.77 4.02 1.6 19.9 20120618 0250
-5.0 53.0 172.41 10.65 1.9 9.97 20120618 0250
-1.0 53.0 356.69 4.02 1.6 19.9 20120618 0250
-1.0 53.5 414.56 6.94 2.4 14.82 20120618 0250
-1.0 54.0 999.19 9.2 2.62 10.56 20120618 0250
-1.0 54.5 1387.82 10.27 1.91 6.36 20120618 0250
-7.0 55.0 573.68 -17.09 2.85 8.21 20120618 0250
-1.0 55.0 1318.23 15.62 7.67 22.68 20120618 0250
-7.0 55.5 645.8 -17.09 2.85 8.21 20120618 0250
-1.0 55.5 1313.39 17.72 8.61 27.03 20120618 0250
-1.0 56.0 1330.82 7.35 5.65 37.29 20120618 0250
-1.0 57.0 1646.1 10.7 10.02 48.09 20120618 0250
-7.0 57.5 799.64 -18.49 4.62 10.45 20120618 0250
-1.0 57.5 1975.59 10.7 10.02 48.09 20120618 0250
-7.0 58.0 1027.14 -15.98 2.21 4.49 20120618 0250
-1.0 58.0 1997.02 10.7 10.02 48.09 20120618 0250
-7.0 58.5 1046.72 -16.34 3.27 6.1 20120618 0250
-7.0 59.0 1345.16 -16.24 5.6 11.28 20120618 0250
-3.0 52.5 412.44 12.72 4.19 39.75 20120618 0252
-2.0 52.5 412.44 12.72 4.19 39.75 20120618 0252
-3.0 53.0 408.04 9.67 2.01 11.74 20120618 0252
-2.0 53.0 384.32 7.85 1.9 10.29 20120618 0252
-5.0 53.5 556.53 9.65 1.41 7.99 20120618 0252
-4.0 53.5 556.53 9.65 1.41 7.99 20120618 0252
-3.0 53.5 408.04 9.67 2.01 11.74 20120618 0252
-2.0 53.5 405.22 8.17 1.74 8.64 20120618 0252
-6.0 54.0 602.0 -6.55 1.08 17.35 20120618 0252
-5.0 54.0 602.0 -6.55 1.08 17.35 20120618 0252
-4.0 54.0 523.51 -8.14 2.75 18.86 20120618 0252
-3.0 54.0 399.15 4.26 1.05 15.38 20120618 0252
-2.0 54.0 541.81 10.0 2.94 8.8 20120618 0252
-6.0 54.5 625.58 -9.08 1.07 8.84 20120618 0252
-5.0 54.5 625.58 -9.08 1.07 8.84 20120618 0252
-4.0 54.5 595.06 -8.61 1.8 11.35 20120618 0252
-3.0 54.5 510.09 -6.65 2.45 22.21 20120618 0252
-2.0 54.5 582.21 9.94 2.58 8.36 20120618 0252
-6.0 55.0 666.38 -12.26 1.75 7.72 20120618 0252
-5.0 55.0 666.38 -12.26 1.75 7.72 20120618 0252
-4.0 55.0 679.2 -5.94 0.88 9.52 20120618 0252
-3.0 55.0 541.26 -6.33 2.07 19.63 20120618 0252
-2.0 55.0 660.43 12.16 6.54 18.72 20120618 0252
-6.0 55.5 749.26 -17.52 2.48 3.52 20120618 0252
-5.0 55.5 726.12 -13.58 2.02 6.57 20120618 0252
-4.0 55.5 746.22 -6.58 0.97 9.36 20120618 0252
-3.0 55.5 574.8 -5.6 2.02 20.87 20120618 0252
-2.0 55.5 594.59 4.75 0.84 9.53 20120618 0252
-7.0 56.0 880.0 -13.73 2.53 6.28 20120618 0252
-6.0 56.0 793.64 -16.97 1.28 2.1 20120618 0252
-5.0 56.0 806.58 -14.48 1.63 4.54 20120618 0252
-4.0 56.0 807.48 -7.43 0.98 7.71 20120618 0252
-3.0 56.0 609.16 2.38 0.92 22.51 20120618 0252
-2.0 56.0 594.59 4.75 0.84 9.53 20120618 0252
-7.0 56.5 880.0 -13.73 2.53 6.28 20120618 0252
-6.0 56.5 820.58 -16.82 0.98 1.74 20120618 0252
-5.0 56.5 883.94 -14.64 1.36 3.64 20120618 0252
-4.0 56.5 873.19 -9.1 0.99 6.03 20120618 0252
-3.0 56.5 704.37 -2.39 1.22 26.22 20120618 0252
-2.0 56.5 617.39 2.84 0.99 16.95 20120618 0252
-7.0 57.0 838.96 -16.89 2.9 7.07 20120618 0252
-6.0 57.0 845.01 -16.84 1.09 2.08 20120618 0252
-5.0 57.0 920.6 -14.75 1.35 3.53 20120618 0252
-4.0 57.0 938.22 -9.92 0.94 4.68 20120618 0252
-3.0 57.0 680.19 -1.79 0.6 17.24 20120618 0252
-2.0 57.0 680.19 -1.79 0.6 17.24 20120618 0252
-6.0 57.5 894.41 -16.87 1.37 2.8 20120618 0252
-5.0 57.5 965.31 -14.54 1.42 3.69 20120618 0252
-4.0 57.5 938.22 -9.92 0.94 4.68 20120618 0252
-3.0 57.5 692.28 -1.69 0.59 18.06 20120618 0252
-2.0 57.5 692.28 -1.69 0.59 18.06 20120618 0252
-6.0 58.0 981.87 -16.56 1.99 4.04 20120618 0252
-5.0 58.0 1070.9 -13.66 2.0 5.13 20120618 0252
-4.0 58.0 1020.36 -9.51 1.44 6.34 20120618 0252
-3.0 58.0 818.69 -3.8 2.77 29.76 20120618 0252
-6.0 58.5 1319.09 -16.33 3.1 4.09 20120618 0252
-5.0 58.5 1319.09 -16.33 3.1 4.09 20120618 0252
-4.0 58.5 1081.56 -8.53 2.73 12.49 20120618 0252
-6.0 59.0 1319.09 -16.33 3.1 4.09 20120618 0252
-5.0 59.0 1319.09 -16.33 3.1 4.09 20120618 0252
-3.0 52.0 435.96 12.72 4.19 39.75 20120618 0252
-1.0 52.0 179.81 7.81 1.84 10.56 20120618 0252
-6.0 52.5 458.88 9.65 1.41 7.99 20120618 0252
-1.0 52.5 307.51 7.81 1.84 10.56 20120618 0252
-6.0 53.0 465.91 9.65 1.41 7.99 20120618 0252
-1.0 53.0 371.75 7.81 1.84 10.56 20120618 0252
-1.0 53.5 422.05 8.17 1.74 8.64 20120618 0252
-1.0 54.0 1180.02 9.14 2.91 10.93 20120618 0252
-1.0 54.5 1433.18 9.94 2.58 8.36 20120618 0252
-7.0 55.0 715.27 -16.43 3.25 9.17 20120618 0252
-1.0 55.0 1413.56 15.81 9.17 25.32 20120618 0252
-7.0 55.5 731.11 -16.43 3.25 9.17 20120618 0252
-1.0 55.5 1503.19 14.68 9.96 39.08 20120618 0252
-1.0 56.0 1829.96 4.01 0.85 11.64 20120618 0252
-1.0 57.0 2614.12 2.84 0.99 16.95 20120618 0252
-7.0 57.5 844.16 -16.89 2.9 7.07 20120618 0252
-7.0 58.0 1058.08 -16.64 2.6 5.19 20120618 0252
-7.0 58.5 1219.79 -16.97 3.32 6.06 20120618 0252
-7.0 59.0 1279.98 -16.62 4.25 8.65 20120618 0252
-4.0 52.5 395.36 11.81 3.15 42.51 20120618 0254
-3.0 52.5 395.15 12.04 2.49 20.23 20120618 0254
-2.0 52.5 395.15 12.04 2.49 20.23 20120618 0254
-4.0 53.0 387.94 8.75 1.93 20.98 20120618 0254
-3.0 53.0 386.95 9.56 1.52 10.42 20120618 0254
-2.0 53.0 386.95 9.56 1.52 10.42 20120618 0254
-5.0 53.5 537.13 9.93 3.25 19.5 20120618 0254
-4.0 53.5 537.13 9.93 3.25 19.5 20120618 0254
-3.0 53.5 386.07 7.45 1.57 13.29 20120618 0254
-2.0 53.5 386.07 7.45 1.57 13.29 20120618 0254
-6.0 54.0 578.3 -3.95 0.83 21.61 20120618 0254
-5.0 54.0 578.3 -3.95 0.83 21.61 20120618 0254
-4.0 54.0 418.1 -4.95 1.76 23.17 20120618 0254
-3.0 54.0 391.13 3.65 1.06 18.93 20120618 0254
-2.0 54.0 391.13 3.65 1.06 18.93 20120618 0254
-6.0 54.5 605.89 -6.82 1.09 12.47 20120618 0254
-5.0 54.5 605.89 -6.82 1.09 12.47 20120618 0254
-4.0 54.5 570.57 -7.47 1.88 13.56 20120618 0254
-3.0 54.5 492.25 -6.77 2.44 21.77 20120618 0254
-2.0 54.5 509.29 4.84 1.0 8.61 20120618 0254
-6.0 55.0 647.1 -10.44 1.79 9.6 20120618 0254
-5.0 55.0 647.1 -10.44 1.79 9.6 20120618 0254
-4.0 55.0 596.51 -7.82 1.66 11.22 20120618 0254
-3.0 55.0 530.85 -7.03 2.1 17.8 20120618 0254
-2.0 55.0 512.75 4.69 0.66 6.87 20120618 0254
-7.0 55.5 805.37 -13.48 3.82 11.97 20120618 0254
-6.0 55.5 744.71 -15.77 1.36 2.22 20120618 0254
-5.0 55.5 718.43 -13.09 1.49 4.77 20120618 0254
-4.0 55.5 708.67 -5.86 0.78 8.19 20120618 0254
-3.0 55.5 558.4 -6.05 2.04 19.17 20120618 0254
-2.0 55.5 518.13 4.49 0.7 8.73 20120618 0254
-7.0 56.0 880.1 -12.38 2.47 6.82 20120618 0254
-6.0 56.0 795.56 -15.34 1.03 1.89 20120618 0254
-5.0 56.0 785.37 -13.46 1.28 3.65 20120618 0254
-4.0 56.0 764.58 -6.84 0.78 6.53 20120618 0254
-3.0 56.0 670.23 -3.29 1.64 28.71 20120618 0254
-2.0 56.0 524.72 3.76 0.66 9.63 20120618 0254
-7.0 56.5 890.96 -14.47 2.16 5.53 20120618 0254
-6.0 56.5 795.56 -15.34 1.03 1.89 20120618 0254
-5.0 56.5 860.07 -13.25 1.17 3.43 20120618 0254
-4.0 56.5 823.36 -8.52 0.87 5.29 20120618 0254
-3.0 56.5 671.87 -3.26 1.63 25.93 20120618 0254
-2.0 56.5 540.36 2.46 0.94 17.33 20120618 0254
-7.0 57.0 890.96 -14.47 2.16 5.53 20120618 0254
-6.0 57.0 907.29 -15.01 0.9 1.93 20120618 0254
-5.0 57.0 860.07 -13.25 1.17 3.43 20120618 0254
-4.0 57.0 891.53 -9.85 1.04 4.8 20120618 0254
-3.0 57.0 727.06 -3.04 1.59 24.45 20120618 0254
-2.0 57.0 601.33 -2.94 1.27 22.27 20120618 0254
-6.0 57.5 946.16 -14.77 1.28 2.81 20120618 0254
-5.0 57.5 938.12 -13.39 1.49 3.95 20120618 0254
-4.0 57.5 891.53 -9.85 1.04 4.8 20120618 0254
-3.0 57.5 650.47 -3.27 1.4 21.72 20120618 0254
-2.0 57.5 618.33 -3.84 1.0 13.88 20120618 0254
-6.0 58.0 1022.38 -14.92 1.79 3.84 20120618 0254
-5.0 58.0 1053.41 -12.69 2.23 5.56 20120618 0254
-4.0 58.0 1027.03 -8.39 1.47 5.87 20120618 0254
-3.0 58.0 744.97 -3.88 3.34 29.78 20120618 0254
-2.0 58.0 654.19 -3.45 2.79 43.28 20120618 0254
-6.0 58.5 1394.88 -14.33 1.99 2.97 20120618 0254
-5.0 58.5 1394.88 -14.33 1.99 2.97 20120618 0254
-4.0 58.5 1121.33 -7.37 1.73 7.41 20120618 0254
-6.0 59.0 1394.88 -14.33 1.99 2.97 20120618 0254
-5.0 59.0 1394.88 -14.33 1.99 2.97 20120618 0254
-3.0 52.0 414.16 12.04 2.49 20.23 20120618 0254
-6.0 52.5 346.67 9.93 3.25 19.5 20120618 0254
-6.0 53.0 361.82 9.93 3.25 19.5 20120618 0254
-1.0 53.5 378.94 5.13 1.84 12.93 20120618 0254
-1.0 54.0 701.95 5.13 1.84 12.93 20120618 0254
-1.0 54.5 1314.99 5.13 1.84 12.93 20120618 0254
-7.0 55.0 940.64 -13.48 3.82 11.97 20120618 0254
-1.0 55.0 1702.26 4.69 0.66 6.87 20120618 0254
-1.0 55.5 1501.72 4.24 0.71 9.8 20120618 0254
-7.0 57.5 936.99 -14.47 2.16 5.53 20120618 0254
-7.0 58.0 987.32 -14.58 2.24 4.84 20120618 0254
-7.0 58.5 1302.42 -14.29 2.82 5.89 20120618 0254
-7.0 59.0 1452.53 -13.99 2.59 5.86 20120618 0254
-3.0 52.5 381.32 12.25 3.67 32.37 20120618 0256
-2.0 52.5 381.32 12.25 3.67 32.37 20120618 0256
-4.0 53.0 384.35 7.65 3.09 49.11 20120618 0256
-3.0 53.0 390.26 7.16 1.61 17.24 20120618 0256
-2.0 53.0 392.81 8.82 2.51 12.95 20120618 0256
-5.0 53.5 559.86 7.76 1.97 17.38 20120618 0256
-4.0 53.5 559.86 7.76 1.97 17.38 20120618 0256
-3.0 53.5 398.49 5.91 1.24 14.62 20120618 0256
-2.0 53.5 392.81 8.82 2.51 12.95 20120618 0256
-6.0 54.0 582.63 -2.5 0.94 41.5 20120618 0256
-5.0 54.0 559.67 7.64 2.61 22.65 20120618 0256
-4.0 54.0 559.67 7.64 2.61 22.65 20120618 0256
-3.0 54.0 406.44 4.51 1.04 15.59 20120618 0256
-2.0 54.0 405.15 5.67 1.99 15.25 20120618 0256
-6.0 54.5 620.44 -6.75 1.08 13.63 20120618 0256
-5.0 54.5 620.44 -6.75 1.08 13.63 20120618 0256
-4.0 54.5 589.95 -6.89 1.97 15.86 20120618 0256
-3.0 54.5 516.05 -6.67 2.58 23.94 20120618 0256
-2.0 54.5 516.19 6.14 1.1 8.5 20120618 0256
-6.0 55.0 662.86 -11.1 1.47 7.32 20120618 0256
-5.0 55.0 662.86 -11.1 1.47 7.32 20120618 0256
-4.0 55.0 638.08 -6.85 1.8 14.32 20120618 0256
-3.0 55.0 548.95 -6.36 2.19 20.83 20120618 0256
-2.0 55.0 516.19 6.14 1.1 8.5 20120618 0256
-6.0 55.5 749.74 -15.31 1.29 2.14 20120618 0256
-5.0 55.5 732.35 -13.5 1.18 3.64 20120618 0256
-4.0 55.5 719.03 -6.22 0.95 9.19 20120618 0256
-3.0 55.5 569.18 -5.71 2.16 21.83 20120618 0256
-2.0 55.5 523.14 4.91 0.83 9.76 20120618 0256
-6.0 56.0 814.74 -14.81 0.91 1.64 20120618 0256
-5.0 56.0 791.81 -13.64 1.05 2.88 20120618 0256
-4.0 56.0 767.13 -7.17 0.85 6.85 20120618 0256
-3.0 56.0 551.29 2.36 1.1 27.96 20120618 0256
-2.0 56.0 519.67 4.71 0.85 9.69 20120618 0256
-6.0 56.5 814.74 -14.81 0.91 1.64 20120618 0256
-5.0 56.5 871.89 -13.79 0.97 2.61 20120618 0256
-4.0 56.5 823.06 -9.39 0.98 5.39 20120618 0256
-3.0 56.5 558.24 2.02 1.44 38.98 20120618 0256
-2.0 56.5 520.31 4.15 0.88 10.98 20120618 0256
-6.0 57.0 893.95 -14.66 1.02 2.05 20120618 0256
-5.0 57.0 871.89 -13.79 0.97 2.61 20120618 0256
-4.0 57.0 853.21 -9.98 1.17 5.38 20120618 0256
-3.0 57.0 678.97 -2.2 1.78 39.88 20120618 0256
-2.0 57.0 541.43 1.61 0.95 30.08 20120618 0256
-6.0 57.5 983.95 -14.12 1.31 2.82 20120618 0256
-5.0 57.5 952.93 -13.57 1.38 3.43 20120618 0256
-4.0 57.5 903.37 -10.23 1.41 5.41 20120618 0256
-3.0 57.5 604.22 -2.4 1.65 34.77 20120618 0256
-2.0 57.5 568.44 -1.84 1.13 32.65 20120618 0256
-6.0 58.0 1066.96 -13.43 2.13 4.99 20120618 0256
-5.0 58.0 1066.96 -13.43 2.13 4.99 20120618 0256
-4.0 58.0 1029.72 -7.38 2.33 7.15 20120618 0256
-3.0 58.0 479.92 17.57 6.48 28.53 20120618 0256
-6.0 58.5 1437.02 -14.51 1.68 2.47 20120618 0256
-5.0 58.5 1437.02 -14.51 1.68 2.47 20120618 0256
-4.0 58.5 1099.68 -6.96 3.64 14.67 20120618 0256
-6.0 59.0 1477.52 -14.35 1.83 2.84 20120618 0256
-5.0 59.0 1477.52 -14.35 1.83 2.84 20120618 0256
-3.0 51.5 460.03 13.06 4.1 48.77 20120618 0256
-3.0 52.0 459.09 13.06 4.1 48.77 20120618 0256
-6.0 52.5 314.17 7.76 1.97 17.38 20120618 0256
-1.0 52.5 283.32 8.82 2.51 12.95 20120618 0256
-6.0 53.0 299.92 7.76 1.97 17.38 20120618 0256
-1.0 53.0 315.55 8.82 2.51 12.95 20120618 0256
-1.0 53.5 365.98 7.22 2.4 14.26 20120618 0256
-1.0 54.0 653.03 4.11 2.35 24.53 20120618 0256
-7.0 55.0 360.07 -14.81 2.69 4.72 20120618 0256
-1.0 55.0 1042.56 5.77 1.02 10.03 20120618 0256
-7.0 55.5 244.17 -14.81 2.69 4.72 20120618 0256
-7.0 56.0 395.2 -15.04 1.11 1.96 20120618 0256
-7.0 56.5 653.02 -14.61 0.89 1.8 20120618 0256
-7.0 57.0 919.38 -14.33 1.07 2.29 20120618 0256
-7.0 57.5 929.85 -13.67 1.81 4.12 20120618 0256
-7.0 58.0 1020.52 -13.45 3.07 7.0 20120618 0256
-7.0 58.5 1042.36 -14.26 3.78 6.85 20120618 0256
-4.0 53.0 406.81 4.97 1.91 42.98 20120618 0258
-3.0 53.0 401.24 6.58 1.17 15.73 20120618 0258
-2.0 53.0 401.24 6.58 1.17 15.73 20120618 0258
-4.0 53.5 406.81 4.97 1.91 42.98 20120618 0258
-3.0 53.5 401.24 6.58 1.17 15.73 20120618 0258
-2.0 53.5 401.24 6.58 1.17 15.73 20120618 0258
-6.0 54.0 603.76 -3.76 1.65 37.13 20120618 0258
-5.0 54.0 603.76 -3.76 1.65 37.13 20120618 0258
-4.0 54.0 550.6 -6.52 2.51 22.02 20120618 0258
-3.0 54.0 420.66 4.26 1.07 18.31 20120618 0258
-2.0 54.0 420.66 4.26 1.07 18.31 20120618 0258
-6.0 54.5 638.66 -7.84 1.75 17.04 20120618 0258
-5.0 54.5 650.99 -3.56 0.94 16.08 20120618 0258
-4.0 54.5 637.27 -6.29 1.69 14.99 20120618 0258
-3.0 54.5 519.48 -6.21 2.56 24.19 20120618 0258
-2.0 54.5 500.11 4.44 2.66 32.82 20120618 0258
-6.0 55.0 701.52 -12.91 1.62 6.76 20120618 0258
-5.0 55.0 701.52 -12.91 1.62 6.76 20120618 0258
-4.0 55.0 692.03 -6.22 1.15 11.16 20120618 0258
-3.0 55.0 619.23 -5.79 2.01 20.01 20120618 0258
-2.0 55.0 526.17 5.98 1.08 11.56 20120618 0258
-6.0 55.5 746.16 -14.73 1.23 2.22 20120618 0258
-5.0 55.5 755.51 -13.67 0.97 2.79 20120618 0258
-4.0 55.5 741.81 -6.99 0.94 7.83 20120618 0258
-3.0 55.5 627.68 -5.26 1.84 19.76 20120618 0258
-2.0 55.5 526.47 6.2 0.81 7.65 20120618 0258
-6.0 56.0 805.59 -14.38 1.09 2.07 20120618 0258
-5.0 56.0 813.26 -13.58 0.88 2.31 20120618 0258
-4.0 56.0 789.09 -7.41 0.91 6.67 20120618 0258
-3.0 56.0 566.12 3.83 1.47 22.3 20120618 0258
-2.0 56.0 522.06 6.34 0.76 6.72 20120618 0258
-6.0 56.5 805.59 -14.38 1.09 2.07 20120618 0258
-5.0 56.5 813.26 -13.58 0.88 2.31 20120618 0258
-4.0 56.5 836.22 -8.73 1.19 6.27 20120618 0258
-3.0 56.5 655.44 -2.99 1.99 28.83 20120618 0258
-2.0 56.5 521.79 4.27 0.66 8.8 20120618 0258
-6.0 57.0 888.81 -13.5 0.98 2.59 20120618 0258
-5.0 57.0 888.81 -13.5 0.98 2.59 20120618 0258
-4.0 57.0 836.22 -8.73 1.19 6.27 20120618 0258
-3.0 57.0 655.44 -2.99 1.99 28.83 20120618 0258
-2.0 57.0 529.8 3.02 0.65 11.57 20120618 0258
-6.0 57.5 1001.37 -13.95 1.3 3.02 20120618 0258
-5.0 57.5 976.13 -13.52 1.43 3.39 20120618 0258
-4.0 57.5 919.39 -9.45 1.85 7.09 20120618 0258
-3.0 57.5 795.74 -5.16 6.6 35.19 20120618 0258
-2.0 57.5 574.74 -3.52 1.59 24.16 20120618 0258
-6.0 58.0 1125.37 -13.03 2.46 5.52 20120618 0258
-5.0 58.0 1125.37 -13.03 2.46 5.52 20120618 0258
-4.0 58.0 1083.01 -6.37 2.19 7.75 20120618 0258
-3.0 58.0 795.74 -5.16 6.6 35.19 20120618 0258
-6.0 58.5 1515.73 -14.73 2.04 2.98 20120618 0258
-5.0 58.5 1515.73 -14.73 2.04 2.98 20120618 0258
-4.0 58.5 1126.93 -6.62 3.51 14.95 20120618 0258
-6.0 59.0 1563.0 -14.66 2.16 3.48 20120618 0258
-5.0 59.0 1563.0 -14.66 2.16 3.48 20120618 0258
-3.0 52.0 423.58 7.04 1.65 21.46 20120618 0258
-3.0 52.5 428.38 7.04 1.65 21.46 20120618 0258
-5.0 53.0 459.79 -4.75 3.27 42.67 20120618 0258
-1.0 53.0 334.08 3.02 1.04 24.3 20120618 0258
-5.0 53.5 588.91 -2.29 1.05 30.24 20120618 0258
-7.0 57.0 956.36 -14.27 1.35 3.02 20120618 0258
-7.0 57.5 1033.37 -13.84 3.76 8.88 20120618 0258
-7.0 58.0 1041.64 -14.21 5.88 13.42 20120618 0258
-7.0 58.5 1422.89 -14.91 3.8 7.55 20120618 0258
-3.0 53.0 424.99 5.57 1.14 15.4 20120618 0300
-2.0 53.0 424.99 5.57 1.14 15.4 20120618 0300
-5.0 53.5 668.26 12.07 9.95 30.94 20120618 0300
-4.0 53.5 668.26 12.07 9.95 30.94 20120618 0300
-3.0 53.5 424.99 5.57 1.14 15.4 20120618 0300
-2.0 53.5 424.99 5.57 1.14 15.4 20120618 0300
-5.0 54.0 673.89 10.33 9.2 31.8 20120618 0300
-4.0 54.0 494.22 -8.57 2.08 10.99 20120618 0300
-3.0 54.0 483.35 -5.76 1.43 14.72 20120618 0300
-2.0 54.0 445.02 1.9 0.82 31.75 20120618 0300
-5.0 54.5 658.44 -5.13 3.28 30.99 20120618 0300
-4.0 54.5 531.91 -9.72 1.67 7.46 20120618 0300
-3.0 54.5 554.54 -7.18 1.64 11.99 20120618 0300
-2.0 54.5 530.76 4.59 1.71 20.42 20120618 0300
-5.0 55.0 657.99 -11.21 3.71 17.67 20120618 0300
-4.0 55.0 652.28 -9.03 1.28 6.06 20120618 0300
-3.0 55.0 621.87 -7.33 1.41 9.76 20120618 0300
-2.0 55.0 553.19 6.68 1.37 12.72 20120618 0300
-6.0 55.5 517.03 -14.15 2.05 3.92 20120618 0300
-5.0 55.5 661.42 -15.8 3.28 10.1 20120618 0300
-4.0 55.5 699.95 -8.61 1.03 4.72 20120618 0300
-3.0 55.5 648.41 -7.04 1.37 9.5 20120618 0300
-2.0 55.5 553.19 6.68 1.37 12.72 20120618 0300
-6.0 56.0 517.03 -14.15 2.05 3.92 20120618 0300
-5.0 56.0 700.66 -16.72 3.19 8.92 20120618 0300
-4.0 56.0 699.95 -8.61 1.03 4.72 20120618 0300
-3.0 56.0 663.76 -6.36 1.38 10.4 20120618 0300
-2.0 56.0 557.76 5.39 1.39 14.79 20120618 0300
-6.0 56.5 641.95 -14.37 1.67 3.35 20120618 0300
-5.0 56.5 774.01 -16.86 2.88 7.46 20120618 0300
-4.0 56.5 755.58 -7.82 1.31 6.34 20120618 0300
-3.0 56.5 682.13 -4.38 1.69 18.02 20120618 0300
-2.0 56.5 568.15 3.96 1.37 17.68 20120618 0300
-6.0 57.0 641.95 -14.37 1.67 3.35 20120618 0300
-5.0 57.0 801.52 -16.37 2.74 6.89 20120618 0300
-4.0 57.0 899.0 -6.54 2.3 10.31 20120618 0300
-3.0 57.0 671.09 -4.06 1.52 17.28 20120618 0300
-2.0 57.0 659.4 -6.45 1.48 10.47 20120618 0300
-6.0 57.5 746.58 -14.36 3.3 6.31 20120618 0300
-5.0 57.5 975.81 -15.41 2.02 4.95 20120618 0300
-4.0 57.5 1168.46 -6.95 1.8 6.14 20120618 0300
-3.0 57.5 939.13 -8.34 5.47 16.56 20120618 0300
-2.0 57.5 675.23 -6.62 1.41 9.8 20120618 0300
-6.0 58.0 1064.79 -15.46 2.01 3.14 20120618 0300
-5.0 58.0 1064.79 -15.46 2.01 3.14 20120618 0300
-4.0 58.0 1168.46 -6.95 1.8 6.14 20120618 0300
-3.0 58.0 939.13 -8.34 5.47 16.56 20120618 0300
-2.0 58.0 692.97 -4.19 2.63 29.74 20120618 0300
-6.0 58.5 1107.26 -15.94 1.69 2.24 20120618 0300
-5.0 58.5 1107.26 -15.94 1.69 2.24 20120618 0300
-4.0 58.5 1013.75 -12.75 3.09 7.47 20120618 0300
-6.0 59.0 1138.13 -15.78 1.88 2.58 20120618 0300
-5.0 59.0 1138.13 -15.78 1.88 2.58 20120618 0300
-3.0 52.0 269.39 6.58 2.55 25.22 20120618 0300
-5.0 52.5 460.6 12.07 9.95 30.94 20120618 0300
-3.0 52.5 390.44 6.58 2.55 25.22 20120618 0300
-5.0 53.0 741.49 12.07 9.95 30.94 20120618 0300
-3.0 53.0 423.94 3.53 1.08 24.53 20120618 0302
-2.0 53.0 415.96 4.67 1.45 22.11 20120618 0302
-4.0 53.5 454.44 -5.13 1.42 22.0 20120618 0302
-3.0 53.5 454.44 -5.13 1.42 22.0 20120618 0302
-2.0 53.5 415.96 4.67 1.45 22.11 20120618 0302
-4.0 54.0 489.26 -10.19 1.67 7.35 20120618 0302
-3.0 54.0 508.32 -8.87 1.41 9.14 20120618 0302
-2.0 54.0 499.4 -2.07 1.4 48.41 20120618 0302
-4.0 54.5 526.19 -11.1 1.6 6.35 20120618 0302
-3.0 54.5 565.27 -8.84 1.33 7.72 20120618 0302
-2.0 54.5 543.72 2.35 1.52 39.58 20120618 0302
-5.0 55.0 589.95 -18.83 4.02 12.68 20120618 0302
-4.0 55.0 641.66 -10.18 1.34 5.46 20120618 0302
-3.0 55.0 624.3 -8.16 1.24 7.45 20120618 0302
-2.0 55.0 565.5 4.29 1.03 14.68 20120618 0302
-6.0 55.5 641.6 -14.91 6.32 16.43 20120618 0302
-5.0 55.5 647.9 -18.87 3.64 10.64 20120618 0302
-4.0 55.5 676.41 -9.79 1.21 4.85 20120618 0302
-3.0 55.5 624.3 -8.16 1.24 7.45 20120618 0302
-2.0 55.5 567.56 4.52 1.0 12.49 20120618 0302
-6.0 56.0 655.69 -15.05 5.25 12.49 20120618 0302
-5.0 56.0 692.46 -18.68 3.49 9.41 20120618 0302
-4.0 56.0 702.14 -9.22 1.17 4.88 20120618 0302
-3.0 56.0 664.14 -6.95 1.31 8.67 20120618 0302
-2.0 56.0 574.15 3.15 1.17 18.67 20120618 0302
-6.0 56.5 735.98 -14.45 5.07 12.24 20120618 0302
-5.0 56.5 770.33 -18.52 3.4 9.02 20120618 0302
-4.0 56.5 775.39 -7.69 1.8 8.87 20120618 0302
-3.0 56.5 692.18 -4.71 1.72 16.7 20120618 0302
-2.0 56.5 634.92 -4.53 1.53 14.43 20120618 0302
-1.0 56.5 628.9 -6.18 4.77 22.06 20120618 0302
-6.0 57.0 821.74 -14.25 4.23 9.94 20120618 0302
-5.0 57.0 853.54 -16.72 2.75 7.32 20120618 0302
-4.0 57.0 881.99 -13.8 3.32 9.13 20120618 0302
-3.0 57.0 663.25 -3.53 1.33 17.78 20120618 0302
-2.0 57.0 644.56 -5.31 1.19 10.62 20120618 0302
-6.0 57.5 903.47 -15.15 3.28 6.91 20120618 0302
-5.0 57.5 938.55 -16.82 1.72 4.12 20120618 0302
-4.0 57.5 951.51 -14.37 2.33 5.64 20120618 0302
-3.0 57.5 1070.45 -8.63 3.48 8.8 20120618 0302
-2.0 57.5 684.04 -3.52 1.97 27.33 20120618 0302
-6.0 58.0 972.51 -15.95 3.13 6.13 20120618 0302
-5.0 58.0 984.13 -16.59 1.17 2.79 20120618 0302
-4.0 58.0 951.51 -14.37 2.33 5.64 20120618 0302
-3.0 58.0 1048.82 -8.89 3.23 7.93 20120618 0302
